variety_id,alias,variety,variety_name,mfr_item,list_price,is_promo_item,promotion_code,measure,mfr_family,item_category_id,is_limited_edition,is_distributed,is_consignment,is_exclusive,brand_id,model_id,class_id,quickbook_variety_id,is_bo_available,is_active,is_online,status,abbreviation,updated_by,updated_date
43091,NULL,"Gran Robusto Box (10)","Aganorsa Leaf Aniversario Connecticut Gran Robusto Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1163,10446,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43092,NULL,"Toro Box (10)","Aganorsa Leaf Aniversario Connecticut Toro Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1163,10446,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43093,NULL,"Jazz (25)","Black & Mild 1.39 Upright Wood Tip  Jazz (25)",83490,NULL,0,NULL,Count,NULL,4,0,0,0,0,1317,10454,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43094,NULL,"ACE VARIETY NEW","Ace Brand ACE Model NEW ACE VARIETY NEW",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1588,10447,168,NULL,0,0,0,perged,NULL,1,"2023-11-10 05:19:05"
43095,NULL,"ACE TEST VARIETY #","Ace Brand ACE TEST MODEL# ACE TEST VARIETY #",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1582,10448,168,NULL,0,0,0,perged,NULL,1,"2023-11-10 05:19:05"
43096,NULL,"Pistola (16)","Palio Lighters Pistola (16)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1512,10046,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43097,NULL,"Grape (8/5)","Backwoods 5 Pack Grape (8/5)",58119,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10086,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43098,NULL,"Blind Pig Box (24)","Romacraft Intemperance VO 1920 Blind Pig Box (24)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,10449,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43099,NULL,"Izzy Einstein Box (30)","Romacraft Intemperance VO 1920 Izzy Einstein Box (30)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,10449,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43100,NULL,"Belle L. Box (24)","Romacraft Intemperance VO 1920 Belle L. Box (24)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,10449,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43101,NULL,"Belle L. Bundle (24)","Romacraft Intemperance VO 1920 Belle L. Bundle (24)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,10449,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43102,NULL,"George Remus Bundle (24)","Romacraft Intemperance VO 1920 George Remus Bundle (24)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,10449,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43103,NULL,"Noble Experiment Box (12)","Romacraft Intemperance VO 1920 Noble Experiment Box (12)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,10449,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43104,NULL,"George Remus Box (24)","Romacraft Intemperance VO 1920 George Remus Box (24)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,10449,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43105,NULL,"Toro (9)","Villiger 1888 Nicaragua Toro (9)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1233,10417,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43106,NULL,"White (10/3)","Backwoods 3 Pack White (10/3)",58112,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10069,93,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43107,NULL,"Black (8/5)","Backwoods 5 Pack Black (8/5)",58110,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10086,93,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43108,NULL,"Smooth (8/5)","Backwoods 5 Pack Smooth (8/5)",58109,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10086,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43109,NULL,"White (8/5)","Backwoods 5 Pack White (8/5)",58111,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10086,93,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43110,NULL,"Bold (8/5)","Backwoods 5 Pack Bold (8/5)",58113,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10086,93,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43111,NULL,"Smooth (24)","Backwoods Single Smooth (24)",58114,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10087,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43112,NULL,"Black (24)","Backwoods Single Black (24)",58120,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10087,93,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43113,NULL,"White (24)","Backwoods Single  White (24)",58121,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10087,93,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43114,NULL,"Bold (24)","Backwoods Single Bold (24)",58122,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10087,93,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43115,NULL,"Presidente Box (10)","DAV Habana Clasico Presidente Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10450,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43116,NULL,"Presidente Box (10)","DAV Mestizo Presidente Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10452,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43117,NULL,"Presidente Bundle (20)","DAV Mestizo Presidente Bundle (20)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10452,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43118,NULL,"Belle Encre Box (20)","Tatuaje TUXTLA Belle Encre Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1242,9667,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43119,NULL,"Bon Chasseur Box (20)","Tatuaje TUXTLA Bon Chasseur Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1242,9667,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43120,NULL,"Jazz (10/5)","Black & Mild 5 For 4 Jazz (10/5)",01559,NULL,0,NULL,Count,NULL,4,0,0,0,0,1317,10453,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43121,NULL,"Half Corona Box (20)","Rocky Patel Disciple Half Corona Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1221,9157,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43122,NULL,"Black PapaSaka Box (10)","Dunbarton Mi Querida Black PapaSaka Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1235,8150,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43123,NULL,"Jamaican Buzz","Show 5/1.49 Jamaican Buzz",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1357,10265,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43124,NULL,"Russian Gem","Show 5/1.49 Russian Gem",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1357,10265,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43125,NULL,"Four Kicks Mule Kick 2023 Box (10)","Crowned Heads Limited Edition Four Kicks Mule Kick 2023 Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1301,9196,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43126,NULL,"Toro Box (10)","Tatiana Vanilla Toro Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1243,8509,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43127,NULL,"La Vita Box (25)","Tatiana Chocolate La Vita Box (25)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1243,8501,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43128,NULL,"Robusto Box (25)","Tatiana Cognac Robusto Box (25)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1243,8503,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43129,NULL,"Robusto Box (25)","Tatiana Honey Robusto Box (25)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1243,8504,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43130,NULL,"Toro Box (10)","Tatiana Limited Edition Toro Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1243,10455,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43131,NULL,"Heavy Duty Metal LTD","Top Rolling Machines Heavy Duty Metal LTD",TMACHL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1359,8778,109,NULL,0,1,0,active,NULL,168,"2023-11-10 05:19:05"
43132,NULL,"48445 Pittsburgh Steelers (1)","Zippo NFL 48445 Pittsburgh Steelers (1)",191693238921,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,1,active,NULL,171,"2023-11-10 05:19:05"
43133,NULL,"48420 Baltimore Ravens (1)","Zippo NFL 48420 Baltimore Ravens (1)",191693238686,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,1,active,NULL,171,"2023-11-10 05:19:05"
43134,NULL,"49724 Baltimore Orioles (1)","Zippo MLB 49724 Baltimore Orioles (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43135,NULL,"49745 Pittsburgh PIrates (1)","Zippo MLB 49745 Pittsburgh PIrates (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43136,NULL,"49725 Boston Red Sox (1)","Zippo MLB 49725 Boston Red Sox (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43137,NULL,"207-053871 Philadelphia Eagles (1)","Zippo NFL 207-053871 Philadelphia Eagles (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43138,NULL,"233-101923 Philadelphia Phillies (1)","Zippo MLB 233-101923 Philadelphia Phillies (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43139,NULL,"El Catador Petite Gordos Sampler Box (12)","Romacraft Craft El Catador Petite Gordos Sampler Box (12)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1220,9173,87,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43140,NULL,"Don Pepin Original 2023 Toro Box (20)","My Father Limited Edition Don Pepin Original 2023 Toro Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1227,7334,91,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43141,NULL,Natural,"Slapwoods Wraps 5 Pack Natural",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1570,10267,99,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43142,NULL,"Inspiration Claro Box (25)","Ferrera Patrona Inspiration Claro Box (25)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1589,10411,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43143,NULL,"Inspiration Oscuro Box (25)","Ferrera Patrona Inspiration Oscuro Box (25)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1589,10411,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43144,NULL,"Inspiration Claro Bundle (20)","Ferrera Patrona Inspiration Claro Bundle (20)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1589,10411,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43145,NULL,"Aromatic (10/3)","Backwoods 3 Pack Aromatic (10/3)",58107,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10069,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43146,NULL,"52x8.50 Box (20)","Asylum 13 Pandemonium 52x8.50 Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1086,8450,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43147,NULL,"60x8.50 Box (20)","Asylum 13 Pandemonium 60x8.50 Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1086,8450,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43148,NULL,"Aromatic (8/5)","Backwoods 5 Pack Aromatic (8/5)",58105,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10086,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43149,NULL,"Robusto Gordo Box (10)","DAV Habana Clasico Robusto Gordo Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10450,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43150,NULL,"Aromatic (24)","Backwoods Single Aromatic (24)",58106,NULL,0,NULL,Count,NULL,4,0,0,0,0,1326,10087,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43151,NULL,"Churchill Box (10)","DAV Habana Clasico Churchill Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10450,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43152,NULL,"Fumada Corta Box (10)","DAV Habana Clasico Fumada Corta Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10450,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43153,NULL,"Torpedo Box (10)","DAV Habana Clasico Torpedo Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10450,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43154,NULL,"Short Robusto Box (10)","DAV Habana Clasico Short Robusto Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10450,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43155,NULL,"Robusto Gordo Box (10)","DAV Prima Nocturnal Robusto Gordo Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10456,87,NULL,0,1,1,active,NULL,60,"2023-11-10 05:19:05"
43156,NULL,"Presidente Box (10)","DAV Prima Nocturnal Presidente Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10456,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43157,NULL,"Churchill Box (10)","DAV Prima Nocturnal Churchill Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10456,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43158,NULL,"Fumada Corta Box (10)","DAV Prima Nocturnal Fumada Corta Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10456,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43159,NULL,"Torpedo Box (10)","DAV Prima Nocturnal Torpedo Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10456,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43160,NULL,"Short Robusto Box (10)","DAV Prima Nocturnal Short Robusto Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10456,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43161,NULL,"Box (10)","DAV Lancero Collection Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10457,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43162,NULL,"Robusto Box (10)","DAV Aristocrat Robusto Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10458,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43163,NULL,"Petit Corona Box (20)","DAV Suada Petit Corona Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10459,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43164,NULL,"Toro Box (10)","DAV Mestizo Toro Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10452,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43165,NULL,"Corona Box (10)","DAV Mestizo Corona Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10452,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43166,NULL,"Robusto Box (10)","DAV Mestizo Robusto Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10452,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43167,NULL,"Robusto Gordo Box (10)","DAV Mestizo Robusto Gordo Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10452,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43168,NULL,"Double Toro Box (10)","DAV 1918 Double Toro Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10460,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43169,NULL,"Robusto Box (10)","DAV 1918 Robusto Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10460,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43170,NULL,"Double Toro Box (10)","DAV Series A Double Toro Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10461,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43171,NULL,"Robusto Box (10)","DAV Series A Robusto Box (10)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10461,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43172,NULL,"Double Toro Box (20)","DAV Anniversary Series Double Toro Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10462,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43173,NULL,"Oro Box (20)","DAV Cigarillos Oro Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10463,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43174,NULL,"Marron Box (20)","DAV Cigarillos Marron Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,1,1,0,1593,10463,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43175,NULL,"Corona Grande Box (20)","My Father Jaime Garcia 2023 Sizes Corona Grande Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1227,10464,87,NULL,0,1,0,inactive,NULL,105,"2023-11-10 05:19:12"
43176,NULL,"Figurado Box (20)","My Father Jaime Garcia 2023 Sizes Figurado Box (20)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1227,10464,87,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43177,NULL,"Gordo Extra Box (14)","My Father Jaime Garcia 2023 Sizes Gordo Extra Box (14)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1227,10464,87,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43178,NULL,"48513 Dragon Design (1)","Zippo Dragons 48513 Dragon Design (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8540,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43179,NULL,"48386 Counter Culture Design (1)","Zippo Counter Culture 48386 Counter Culture Design (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8541,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43180,NULL,"48389 Horror Goth Graveyard Design (1)","Zippo Skull 48389 Horror Goth Graveyard Design (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8530,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43181,NULL,"48621 Rogue Wave Design (1)","Zippo Outdoor 48621 Rogue Wave Design (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8594,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43182,NULL,"48519 Cowboy Skull (1)","Zippo Skull 48519 Cowboy Skull (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8530,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43183,NULL,"48681 Evil Tree (1)","Zippo Skull 48681 Evil Tree (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8530,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43184,NULL,"48671 Evil Design Cthulu (1)","Zippo Mythical 48671 Evil Design Cthulu (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8542,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43185,NULL,"Green (15/2)","Good Times HD Palma 2/99  Green (15/2)",126323,NULL,0,NULL,Count,NULL,4,0,0,0,0,1457,10203,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43186,NULL,"Pure Silver (15/2)","Good Times HD Palma 2/99 Pure Silver (15/2)",999127,NULL,0,NULL,Count,NULL,4,0,0,0,0,1457,10203,93,NULL,0,1,1,active,NULL,168,"2023-11-10 05:19:05"
43187,NULL,"48418 Arizona Cardinals (1)","Zippo NFL 48418 Arizona Cardinals (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43188,NULL,"48419 Atlanta Falcons","Zippo NFL 48419 Atlanta Falcons",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43189,NULL,"48421 Buffalo Bills (1)","Zippo NFL 48421 Buffalo Bills (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43190,NULL,"48422 Carolina Panthers (1)","Zippo NFL 48422 Carolina Panthers (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43191,NULL,"48423 Chicago Bears (1)","Zippo NFL 48423 Chicago Bears (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43192,NULL,"48424 Cincinnati Bengals (1)","Zippo NFL 48424 Cincinnati Bengals (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43193,NULL,"48425 Cleveland Browns (1)","Zippo NFL 48425 Cleveland Browns (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43194,NULL,"48427 Denver Broncos (1)","Zippo NFL 48427 Denver Broncos (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43195,NULL,"48428 Detroit Lions (1)","Zippo NFL 48428 Detroit Lions (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43196,NULL,"48429 Green Bay Packers (1)","Zippo NFL 48429 Green Bay Packers (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43197,NULL,"48430 Houston Texans (1)","Zippo NFL 48430 Houston Texans (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43198,NULL,"48431 Indianapolis Colts (1)","Zippo NFL 48431 Indianapolis Colts (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43199,NULL,"48432 Jacksonville Jaguars (1)","Zippo NFL 48432 Jacksonville Jaguars (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8552,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43200,NULL,"49748 Seattle Mariners (1)","Zippo MLB 49748 Seattle Mariners (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43201,NULL,"49749 St Louis Cardinals (1)","Zippo MLB 49749 St Louis Cardinals (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43202,NULL,"49750 Tampa Bay Rays (1)","Zippo MLB 49750 Tampa Bay Rays (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,1,active,NULL,98,"2023-11-10 05:19:05"
43203,NULL,"49751 Texas Rangers (1)","Zippo MLB 49751 Texas Rangers (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43204,NULL,"207-107640 Philadelphia Phillies (1)","Zippo MLB 207-107640 Philadelphia Phillies (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43205,NULL,"49752 Toronto Blue Jays (1)","Zippo MLB 49752 Toronto Blue Jays (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43206,NULL,"49753 Washington Nationals (1)","Zippo MLB 49753 Washington Nationals (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,98,"2023-11-10 05:19:12"
43207,NULL,"49726 Chicago Cubs (1)","Zippo MLB 49726 Chicago Cubs (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43208,NULL,"49727 Chicago White Sox (1)","Zippo MLB 49727 Chicago White Sox (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
43209,NULL,"49728 Cincinnati Reds (1)","Zippo MLB 49728 Cincinnati Reds (1)",NULL,NULL,0,NULL,Count,NULL,4,0,0,0,0,1075,8551,101,NULL,0,1,0,inactive,NULL,141,"2023-11-10 05:19:12"
